nid,title,email,phone,address,website,location,budget,rating,opening_hour,closing_hour,treatments
783,Taksu,yoga@taksuspa.com,+(62 361) 97 14 90,"Jl Goutama Selatan Ubud, Bali",http://www.taksuyoga.com/,Ubud,2,4,10:00am,6:00pm,Female Masseuse; Massage; Reiki
784,Bali Yoga Healing Meditation ,baliyogahealingmeditation@gmail.com,+(62 361) 97 61 85,"Jl Raya Mas, Br. Yongloni, Ubud, Bali",http://www.ubudyogasiwadurga.com/,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage
785,Ocean Spa,info@candibeachbali.com,+(62 363) 412 34,"Mendira Beach, Sengkidu, Candidasa",http://www.candibeachbali.com/89/spa.html,Candidasa,2,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Manicure Pedicure
786,Gita Spa,reservations@villagita.com,+(62 81) 13 80 65 95,"Jl. Raya Candidasa, Candidasa, Bali",http://www.villagitabali.com/services_spa.html,Candidasa,2,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Facial
787,Bisama Spa,reservation@bisamaspa.com,+(62 361) 97 50 47,"Jl Raya Ubud no 33X, Ubud, Bali",http://bisamaspa.com,Ubud,2,5,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
788,Bali Fish Spa,info@ethosubud.com,+(62 361) 849 36 99,"Jl. Bisma 45, Ubud, Bali",http://www.ethosubud.com/,Tabanan,2,5,10:00am,6:00pm,Female Masseuse; Massage
789,Ubud Pilates,info@ubudpilates.com,+62 8135 3349 900,"Jl. Cempaka Putih No.13, Banjar Penestanan Kaja, Sayan, Ubud, Gianyar, Bali",https://ubudpilates.com/,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage
790,Blooming Lotus Yoga,"lily@blooming-lotus-yoga.com, admin@blooming-lotus-yoga.com",+62 21 29553600,"Br. Mawang Kaja, Lodtunduh, Ubud, Bali",http://www.blooming-lotus-yoga.com/,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage
791,Ubud Yoga House,ubudyogahouse@gmail.com,+(62 821) 44 18 10 58,"Jl Subak Sokwayah, Ubud, Bali",http://ubudyogahouse.com/#home,Ubud,2,5,10:00am,6:00pm,Female Masseuse; Massage; Meditation
792,Tunjung Spa,info@kutacentralparkhotel.com,+(62 361) 76 92 22,"Jl. Patih Jelantik, Kuta, Bali",http://kutacentralparkhotel.com/spa/,Kuta,2,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Manicure Pedicure; Reflexology
793,Atma Spa,reservation@thehavenbali.com,+(62 361) 73 80 01,"Jl. Arjuna Gg. Raja, Seminyak, Bali",http://www.thehavenbali.com/spa.php,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
794,"Kuta Puri Spa	",info@kutapuri.com,+(62 361) 75 19 03,"Jl Pantai Kuta, Poppies Lane I, Kuta, Bali",http://www.kutapuri.com,Kuta,2,3,10:00am,6:00pm,Female Masseuse; Massage
795,Tai Ji Wellness Centre,info@gaiada.com,+62 361 977841,"Jl Raya Andong, No 2, Ubud, Bali",https://www.taijiubud.com/,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
796,Touched Spa,info@delmangobali.com,+(62 361) 73 11 78,"Jl. Raya Seminyak Gg Taman Sari, Seminyak, Bali",http://www.delmangobali.com/spa/touched-spa-by-delmango.htm,Seminyak,4,4,10:00am,6:00pm,Female Masseuse; Massage
797,Wyndham Garden Kuta Spa,info@gaiada.com,+(62 361) 75 57 55,"Jl. Pantai Kuta No. 99X Kuta, Bali",http://www.wyndhamgardenkutabali.com,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology; Manicure Pedicure
798,"Kuta Lagoon Spa	",spa@kutalagoonresort.com,+(62 361) 75 08 88,"Jl. Raya Legian 363, Legian, Kuta, Bali",http://www.kutalagoonresort.com/spa-aromatherapy.htm,Jimbaran,2,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure
799,The Spa at Padma Resort Legian,reservation@padmaresortbali.com,+(62 361) 752 111 ext. 1911,"Jl. Padma No.1 Legian, Bali",https://padmaresortlegian.com/facilities/the-spa.php,Legian,4,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
800,"Salila Spa	",info@ramadaresortcamakila.com,+(62 361) 75 28 77,"Jl. Pura Bagus Teruna, Legian, Bali",https://www.gaiada.com/,Legian,3,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure
801,"Ayurvedic Center	",info@discoverycandidasa.com,+(62 363) 411 45,"Jl. Pantai Indah 06, Candidasa, Karangasem, Bali",http://discoverycandidasa.com/ayurvedic-center.php,Candidasa,4,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Male Masseuse; Massage; Facial
802,Spa at Azadi Retreat,hello@azadiretreat.com,+62 361 982157,"Br. Laplapan, Ubud, Bali",https://www.gaiada.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
803,Bliss Sanctuary ,info@blisssanctuaryforwomen.com,+(62 857) 38 53 62 30,"Berawa, Canggu, Bali",http://www.blisssanctuaryforwomen.com/spa-treatments/,Canggu,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
805,Pondok Pitaya Spa,information@pondokpitaya.com,+(62 819) 99 84 90 54,"Jl. Pantai Balian, Tabanan, Bali",http://www.pondokpitaya.com/spa,Tabanan,2,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
806,Jalanidi Kuta Station,info@kutastationhotel.com,+(62 361) 758 880,"Jl. KartikaPlaza, 8X Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage
808,Srimayi,srimayi_spa@yahoo.com,+(62 361) 77 73 33,"Jl. Pratama No 61, Tanjung Benoa, Nusa Dua, Bali",https://www.gaiada.com/,Nusa Dua,2,3,10:00am,6:00pm,Female Masseuse; Massage
809,"Pearl Spa	",info@gaiada.com,+(62 361) 73 27 43,"Jalan Arjuna, Double Six, Seminyak, Bali",http://www.balihotel-pearl.com,Seminyak,1,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
810,Samadi Bali,info@samadibali.com,+(62 81) 23 83 25 05,"Jl. Padang Linjong 39, Echo Beach Canggu, Bali",http://samadibali.com/yoga/yoga-detox/,Canggu,3,3,10:00am,6:00pm,Female Masseuse; Massage
811,Ubud Wellness Spa,info@gaiada.com,+62 361 970493,"Jl. Raya Pengosekan, Ubud, Bali",https://www.ubudwellnessbalispa.com/,Ubud,2,5,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure; Reflexology
812,Padma Spa,marketing@plataran.com,+(62 361) 41 13 88,"Jl. Pengubugan, Canggu, Bali",http://www.plataran.com/page/bali/plcb-spa,Canggu,3,3,10:00am,6:00pm,Female Masseuse; Massage; Meditation; Facial; Manicure Pedicure
813,Tifara Clinic,info@tifaraclinic.com,+(62 361) 48 77 17,"Jl. Teuku Umar Barat (Marlboro), No. 17, Denpasar, Bali",http://www.tifaraclinic.com,Denpasar,3,3,10:00am,6:00pm,Acupuncture; Aesthetic; Female Masseuse; Massage; Facial; Manicure Pedicure
814,Bella Skin Care,yulia@mariefrance.co.id,+(62 361)  23 38 27,"Jl. Teuku Umar 208 – 210, Denpasar, Bali",https://bellaskin.co.id/,Denpasar,2,3,10:00am,6:00pm,Female Masseuse; Massage
815,Sukhavati Bali,rejuvenation@sukhavatibali.com,+(62 361) 900 61 28,"Br Bebengan Tangeb Abianbase Mengwi, Denpasar, Bali",http://www.sukhavatibali.com/,Denpasar,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Meditation; Facial
816,Spa Bali Seminyak,info@gaiada.com,+(62 361) 73 79 32,"Jl. Camplung Tanduk No. 888, Seminyak, Bali",http://www.spabali.asia/seminyak.php,Seminyak,2,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
818,Spa Bali Ubud,info@gaiada.com,+(62 361) 97 08 97,"Jl Raya Pengosekan, Bali",http://www.spabali.asia/ubud.php,Ubud,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
819,"Padma Spa Ubud	",ubud@plataran.com,+(62 361) 97 83 40,"Jl. Hanoman Pengosekan, Ubud, Bali",https://www.plataran.com,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage
820,Massage at Shunyata,info@ShunyataVillasBali.com,+(62 85) 238 78 48 88,"Jl. Pura Batu Telu, Seraya, Celagi, Karangasem, Bali",http://baliluxuryresorts.com/accommodation/prices/?lang=en,Karangasem,3,3,10:00am,6:00pm,Female Masseuse; Massage
821,SUP Yoga Bali,info@supyogabali.com,+(62 81) 239 31 32 00,"Jl Cemara no.72, Sanur, Bali",http://supyogabali.com/sup-bali-yoga-rates/,Sanur,3,5,10:00am,6:00pm,Female Masseuse; Massage
822,Massage @Prana Dewi Mountain Resort,info@balipranaresort.com,+(62 82) 341 74 55 00,"Wongaya Gede, Penebel, Tabanan, Bali",http://balipranaresort.com,Tabanan,3,3,10:00am,6:00pm,Female Masseuse; Massage; Meditation
823,Yoga Classes,meditasibali@yahoo.com,+(62 82) 83 72 27 38,"Pantai Aas, Amed, Karangasem, Bali",https://drupal07.gaiada.com/node/823/edit?destination=/admin/content%3Ftitle%3DYoga%2520Classes%26type%3DAll%26status%3DAll%26langcode%3DAll,,,,10:00am,6:00pm,Female Masseuse; Massage; Meditation
824,Kura Kura Yoga Retreat,info@kurakurayogaretreat.com,,"Jl. Pantai Seseh, Dessa Munggu, Tabanan",http://www.kurakurayogaretreat.com/,Tabanan,3,3,10:00am,6:00pm,Female Masseuse; Massage; Meditation
825,Medi Spa & Retail Therapy,info@nualaretreats.com,+(62 87) 862 82 32 78,"Seminyak, Bali",https://www.gaiada.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
826,Neo Spa by IndySan,neogatsuspa@gmail.com,+(62 361) 43 83 33,"Jl. Gatot Subroto Barat, Denpasar, Bali",https://www.gaiada.com/,Denpasar,2,3,10:00am,6:00pm,Female Masseuse; Massage
827,Como Spa,CSestate@comoshambhala.com,+(62 361) 97 88 88,"Br Begawan, Desa Melinggih Kelod, Payangan. Ubud, Bali",http://www.comohotels.com/comoshambhalaestate,Ubud,4,4,10:00am,6:00pm,Acupuncture; Ayuverda; Female Masseuse; Massage; Facial; Reflexology
828,Como Shambhala Retreat,uma.ubud@comoshambhala.com,+62 361 972448,"Jl Raya Sanggingan, Br Lungsiakan Kedewatan, Ubud, Bali",http://www.comohotels.com/umaubud,Ubud,4,4,10:00am,6:00pm,Female Masseuse; Massage; Meditation; Facial; Reflexology
829,"Yoga, Meditation, Massage",info@serenityecoguesthouse.com,+(62 361) 747 46 25,"Jl. Nelayan Gg. Dolphin, Banjar Canggu, Bali",http://www.serenityecoguesthouse.com/,Canggu,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
830,Jelila Spiritual Healer,jelila@jelila.com,+(62 85) 857 35 42 28,"Jl. Hanoman No 43, Ubud, Bali",http://jelila.wordpress.com/packages/,Ubud,4,5,10:00am,6:00pm,Female Masseuse; Massage
832,Gajah Mina Spa,info@gajahminaresort.com,+(62 81) 23 88 24 38,"Lalanglinggah, Selemadeg, Tabanan Bali",http://www.gajahminaresort.com,Tabanan,3,3,10:00am,6:00pm,Facial; Female Masseuse; Manicure Pedicure; Reflexology
833,The Island Spa,stay@theislandhotelbali.com,+(62 361) 76 27 22,"Gg. Abdi, Jl. Padma Utara Legian Kaja, Kuta, Bali",http://theislandhotelbali.com/spa/,Legian,3,3,10:00am,6:00pm,Female Masseuse; Massage
834,Bamboo Spa,info@gaiada.com,+(62 361) 75 19 31,"Jl. Werkudara Legian Kaja Kuta, Bali",http://www.bamboo-spa.com/,Sukawati,1,5,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
835,Jiwa Yoga,info@gaiada.com,+(62) 85 100 413 689,"Jl Petitenget 78 Seminyak, Bali",https://jiwabali.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
837,Spa and Massage,reservation@grandbalivilla.com,+(62 361) 745 41 29,"Jl. Kresna No. 88 Legian, Bali",https://www.gaiada.com/,Legian,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial; Reflexology
840,The Seventh Seal Retreat,info@gaiada.com,+(61 415) 51 65 69,"Jl.Tegal Cupek No. 102X Banjar Anyar Kelod, Kerobokan, Kuta, Bali",http://www.theseventhsealretreat.com,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Meditation
841,Coconut Bali Spa,reservation@coconutbali.com,+(62 361) 77 55 12,"Jln. Pratama No.77, Tanjung Benoa, Nusa Dua,Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Aromatherapy; Facial; Female Masseuse; Manicure Pedicure; Massage
842,Miracle Aesthetic Clinic,kuta@miracle-clinic.com,+(62 361) 246 148,"Jl. Letda Tantular 47A Renon, Denpasar, Bali",http://www.miracle-clinic.com,Kuta,3,3,10:00am,6:00pm,Aesthetic; Colon Hydrotherapy; Massage
843,Rumah Lulur Bali Tangi,info@gaiada.com,+(62 361) 76 35 74,"Jl. Sunset Road No. 18, Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial
847,Kaivalya Spirit,kaivalya.purity@gmail.com,+(62 81) 999 98 61 34,"Jl. Jatayu, Padang Tegal Kelod, Ubud, Bali",http://www.tunjungbalihealer.com/home.html,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage
848,Bugar Sehat,info@gaiada.com,+62 361 9776 3,"Jl. Hanoman No. 46 Ubud, Bali",http://bugarsehat-ubud.blogspot.com/,Ubud,1,4,10:00am,6:00pm,Female Masseuse; Male Masseuse; Massage; Reflexology
849,Merapu Svaasthya,info@desaseni.com,+(62 361) 844 63 92,"Jl Subak Sari  13, Pantai Berawa, Canggu, Bali",http://www.desaseni.com,Canggu,3,3,10:00am,6:00pm,Acupuncture; Female Masseuse; Massage; Meditation; Facial; Manicure Pedicure; Reflexology
850,Kiradi Spa,info@gaiada.com,+62 361 972119,"Jl. Raya Ubud (Next to Warwick Ibah hotel), Ubud, Bali",https://www.gaiada.com/,Ubud,1,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
851,Tunjung Sari Spa Bali,info@tunjungsarispabali.com,+(62 361) 77 25 54,"Jalan Pratama 54 Z,Tanjung Benoa Nusa Dua, Bali",http://www.tunjungsarispabali.com/,Nusa Dua,2,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
853,Sri Ratih Spa,reservation@sriratih.com,+(62 0361) 97 56 38,"Jalan Campuhan 1, Penestanan, Ubud, Bali",http://www.sriratih.com,Ubud,2,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Aromatherapy; Reflexology
854,Bambu Indah Spa,reservations@bambuindah.com,+(62 361) 97 79 22,"Banjar Baung, Desa Sayan, Ubud, Bali",http://www.bambuindah.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure
855,Saren Spa,reservation@sarenhotel.com,+(62 361) 97 14 71,"Nyuh Kuning, Ubud, Bali",http://sarenhotel.com,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
856,Bali Spirit Spa,info@balispirithotel.com,+62 361 974013,"Nyuh Kuning, Ubud, Bali",http://balispirithotel.com/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage
857,Bunga Permai Spa,reservations@bungapermaibali.com,+(62 361) 97 75 51,"Jalan Cocoa, Br. Bunutan Kedewatan, Ubud, Bali",http://bungapermaibali.com/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure
859,"Taman Harum Spa	",info@gaiada.com,+62 361 975567,"Jl. Raya Mas, Ubud, Bali",https://tamanharumcottages.com/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage
861,Rama Phala Spa,info@gaiada.com,+62 361 972090,"Jl. Raya Pengosekan, Ubud, Bali",http://ramaphala.thephala.com,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Meditation
862,Sri Phala Spa,info@sriphala.com,+(62 361) 28 64 79,"Jl. By Pass Ngurah Rai No. 35. Sanur Kaja, Bali",http://www.sriphala.com,Sanur,3,3,10:00am,6:00pm,Female Masseuse; Massage
864,Naya Yoga and Spa,nayaubud@gmail.com,+(62 361) 97 57 75,"Jl. Raya Sayan, Gang Puskesmas Ubud II Br Kutuh, Sayan, Ubud, Bali",http://www.nayaubud.com,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage
865,Aura Spa,reservation@purisuniaresort.com,+(62 361) 900 05 08,"Jl. Tirta Tawar, Br. Abangan, Ubud, Bali",https://www.gaiada.com/,Jimbaran,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Meditation; Facial; Manicure Pedicure
866,Heart Spa at Arma,sales@armabali.com,+(62 361) 97 57 42,"Jalan Raya Pengosekan Ubud, Bali",http://www.armabali.com,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage
867,Massage Pavilion,info@tegalsari-ubud.com,+(62 361) 97 33 18,"Jalan Hanoman Padang Tegal, Ubud, Bali",http://www.tegalsari-ubud.com,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage
868,The Radiant Spa,reservation@theradianthotel.com,+(62 361) 935 8897,"Jl. Puri Grenceng 46, Tuban, Bali",http://www.theradianthotel.com/tour,Tuban,2,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
869,Spa by Sole,sole@smartspa-bali.com,+(62) 81 337 26 72 44,"Jl Pantai Kuta, No 41 Kuta, Bali",http://smartspa-bali.com/spa-by-sole/,Kuta,1,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
872,Smart Salon,relaxing@smartspa-bali.com,+(62 81) 238 28 00 00,"Jl. Pantai Kuta No 204 Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Ayuverda; Facial; Female Masseuse; Manicure Pedicure; Reflexology; Waxing
873,Chintamani Spa,info@chintamani.com,+(64 21) 63 11 21,"Pandak Badung, Tabanan, Bali",https://www.gaiada.com/,Tabanan,2,3,10:00am,6:00pm,Female Masseuse; Massage
874,Siloam Spa,reservation@pelangibali.com,+(62 361) 73 03 46,"Jl. Camplung Tanduk, Seminyak Beach, Bali",https://www.gaiada.com/,Tuban,3,,10:00am,6:00pm,Female Masseuse; Massage
877,Risata Bali Sukha Spa,reservation@risatabali.com,+(62 361) 75 33 40,"Jl. Wana Segara, South Kuta Beach, Bali",http://www.risatabali.com/,Kuta,4,4,10:00am,6:00pm,Female Masseuse; Massage; Facial
879,Mango Spa,info@balibrascospa.com,+(62 361) 894 75 52,"Sunset road street BB8 Kuta, Bali",http://www.balibrascospa.com,Jimbaran,2,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Reflexology
880,Courtyard Spa,cy.dpscy.spa.reservations@courtyard.com,+62 361 300 3888,"Kawasan Pariwisata Lot SW, Nusa Dua, Bali",http://www.marriott.com/hotels/hotel-information/fitness-spa-services/dpscy-courtyard-bali-nusa-dua/,Nusa Dua,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
881,"Jepun Spa	",info@gaiada.com,+(62 361) 849 80 20,"Blok T, Kawasan Wisata Nusa Dua, Bali",http://www.grandwhiz.com/nusadua#facilities,Nusa Dua,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial
882,Hill Spa,info@gaiada.com,+(62 361) 847 88 88,"Jl. Taman Giri, Banjar Mumbul, Nusa Dua, Bali",https://www.gaiada.com/,Nusa Dua,3,3,10:00am,6:00pm,Aromatherapy; Facial; Manicure Pedicure; Massage; Reflexology
883,Aswangga Wellness Spa,info@gaiada.com,+(62 361) 846 69 66,"Jl. Petitenget Gg Cendrawasih No. 99 Seminyak, Bali",https://www.marriott.com/hotels/travel/dpsfp-four-points-bali-seminyak/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
884,Spa at Tanah Merah,info@gaiada.com,+62 361 8987952,"Jl. Melayang, Ubud, Bali",http://tanahmerahbali.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage
885,Massage at Tamukami,info@tamukamibali.com,+(62 361) 28 93 73,"Jl. Danau Tamblingan 64X Sanur, Bali",http://tamukamibali.com/facilities.html,Sanur,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
886,"Asana Wellness	",agungputra.sales@aerowisatahotels.com,+(62 361) 75 83 69,"Jl. Poppies Lane 1 Agung Art Market, Kuta, Bali",http://www.aerowisatahotels.com/hotel/asana-agung-putra-bali#h_wellness,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure; Reflexology
887,Tari Spa,info@maharanibeachhotel.com,+(62 361) 75 18 63,"Jl. Pantai Kuta, Corner Poppies Lane I,Bali",http://www.maharanibeachhotel.com/tari-spa-pool,Tuban,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure; Reflexology
888,Smart Beauty Spa,beautyspa@smartspa-bali.com,+62 81 123 999 5454,Jl. Poppies Lane 2 Kuta - Bali,http://smartspa-bali.com/smart-beauty-spa/,Kuta,2,3,10:00am,6:00pm,Facial; Female Masseuse; Manicure Pedicure; Reflexology
889,Reborn Spa,rebornkutabali@yahoo.com,+(62  361)  76 71 71,"Jl. Sunset Boulevard A.4, Simpang Dewa Ruci Kuta Bali",http://www.reborn.com.my,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
890,Spa at Kuta Beach Club,info@kutabeachclub.com,+(62 361) 75 12 61,"Jl. Bakung Sari No. 81, Kuta, Bali",http://www.kutabeachclub.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage
891,Royal Palace Bali,royalpalacespa@gmail.com,+(62 821) 43 23 08 46,"Jl. Diponegoro No. 180, Denpasar, Bali",https://www.royalspabali.com,Nusa Dua,3,3,10:00am,6:00pm,Female Masseuse; Massage; Plus Plus
892,Kaiana Spa,info@kaianaspa.com,+(62 361) 73 05 62,"Jl. Raya Seminyak, Made’s Warung 2nd floor, Seminyak, Bali",http://www.kaianaspa.com/,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Waxing; Facial; Manicure Pedicure
893,Cenvaree Spa ,spacenvareecgnd@chr.co.th,+(62 361) 77 33 00,"Complex BTDC Lot Nw 2 & 3 Nusa Dua, Bali",https://www.gaiada.com/,Canggu,,,10:00am,6:00pm,Female Masseuse; Massage
894,Pure Spa,info@thedipan.com,+(62 361) 302 88 88,"Jl. Petitenget Gg. Taman Ganesha No.1, Seminyak, Bali",http://thedipan.com/featured/pure-spa-couture.html,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial
895,Tanah Spa,info@gaiada.com,+(62 361)  73 70 17,"Jl. Intan Permai No.18 Pengubengan Kangin, Seminyak, Bali",http://www.uppalavillaseminyak.com,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
896,Uppala Spa,rsv@uppalavillaumalas.com,+(62 361)  847 50 39,"Jl. Bumbak No. 88 Umalas, Seminyak, Bali",http://www.uppalavillaumalas.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
897,Kampoeng Spa,booking@kampoengvilla.com,+(62 361) 900 25 01,"Jl. Tengah No 20, Br. Anyar Kelod, Kerobokan Bali, Indonesia 80361 P. +6285238136111 Or +628123627734 E. sami@lestarilivinghospitality.com http://www.kampoengvilla.com/experiences/spa",http://www.kampoengvilla.com/experiences/spa,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy
898,Body Sense Spa,info@gaiada.com,+(62) (0)851 0311 9191,"Jalan Subak Sari No. 63, Canggu, Kuta, Bali",https://www.gaiada.com/,Canggu,3,3,10:00am,6:00pm,Aromatherapy; Facial; Female Masseuse; Massage; Reflexology
899,Avenue Spa,info@grandavenuebalivillas.com,+(62 361) 76 23 27,"JL. Sunset Road, 1 Bangoos, Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage
900,Rock Spa,rockspa.bali@hardrockhotels.net,+(62 361) 76 18 69,"Jl. Pantai, Banjar Pande Mas, Kuta, Bali",http://bali.hardrockhotels.net/id/hard-rock-spa,Kuta,3,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
901,The Private Spa ,info@privatespawellnesscenter.com,+(62 361) 73 16 48,"Jl. Dhyana Pura (Camplung Tanduk) no. 4 Seminyak, Bali",https://www.gaiada.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
903,Bvlgari Spa,infobali@bulgarihotels.com,+(62 361) 847 10 00,"Jl. Goa Lempeh, Banjar Dinas Kangin, Uluwatu, Bali",http://www.bulgarihotels.com/en-us/bali/spa-and-fitness/the-spa,Uluwatu,5,5,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Meditation
904,Spa at Villa Avalon,info@avalonbali.com,+(62 361) 804 26 73,"Jl. Pura Kayu Putih, Banjar Tegal Gundul, Canggu, Bali",http://www.avalonbali.com/spa-services,Canggu,3,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure
905,The Spa at The Edge Bali,reservations@theedgebali.com,+(62-361) 847 07 00,"Jl. Pura Gowa Lempeh, Br. Dinas Kangin Pecatu, Nusa Dua, Bali",https://www.theedgebali.com/the-spa.html,Jimbaran,5,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
906,Giringua Spa,info@nusaduaretreat.com,+(62 361) 70 55 55,"Jl. Melasti II No.88, Kutuh, Nusa Dua, Bali",http://www.nusaduaretreat.com/spa.html,Nusa Dua,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage
907,"Inna Spa	",info@innagrandbalibeachspa.com,+(62 361) 28 85 11,"Jl. Hangtuah, Sanur, Bali",http://grandinnabali.com,Sanur,2,3,10:00am,6:00pm,Female Masseuse; Massage
908,"Spa at Villa Mahapala	",info@villamahapala-bali.com,+(62 361) 28 62 22,"Jl. Pantai Sindhu, Sanur, Bali",https://www.gaiada.com/,Sanur,3,3,10:00am,6:00pm,Female Masseuse; Massage
909,Seriska Satu Spa,reservations@seriska.com,+(62 87) 860 09 65 28,"Jl. Danau Tamblingan No.19 Sanur, Bali",http://www.seriskaseminyak.com/spa-treatments,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
910,KTS Spa,info@kataktepisawahvillas.com,+(62 361) 900 21 65,"Jl. Beringin Gang Katak Br. Pegending, Dalung Utara, Kuta, Bali",http://kataktepisawahvillas.com/,Canggu,2,3,10:00am,6:00pm,Female Masseuse; Massage
911,Seriska Dua Spa,info@gaiada.com,+(62 87) 860 09 65 28,"Jl. Sekar Waru No. 6 Sanur, Bali",http://www.villaseriskasanur.com/,Sanur,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
